participant.id_in_session,participant.code,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.absent_player,player.control_correct,player.same_hours,player.to_audit_player,player.audited_both,player.hours_stated,player.contr_partner_0,player.contr_prob_0,player.contr_fix_0,player.contr_var_0,player.contr_fine_0,player.contr_50noaudit_0,player.contr_50audit_0,player.contr_65noaudit_0,player.contr_35audit_0,player.contr_partner,player.contr_prob,player.contr_fix,player.contr_var,player.contr_fine,player.contr_50noaudit,player.contr_50audit,player.contr_65noaudit,player.contr_35audit,player.fine,player.lab_points,player.points_euro,player.ctr_euro,player.belief,player.age,player.gender,player.study,player.study_level,player.econ,player.moral_freude,player.moral_aerger,player.moral_angst,player.moral_scham,player.moral_schuld,player.risk,player.lie,player.complex,player.pol,player.income,player.pray,player.lab_exp,player.exp_demand_q,player.exp_demand_open,player.exp_demand_chat,player.exp_demand_chat_open,player.feedback,player.payoff,group.id_in_subsession,group.all_groups,group.audit_groups,group.to_audit,group.absent_group,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
17,6n0bdb22,0,18,20,hausladen_FHM,outro,2020-05-20 12:01:22.871358+00:00,1,,,12,1,0,0,1,0,,60,2,1,1,1,2,20,20,30,10,2,1,1,1,2,60,60,70,50,0,100,10,0,75,23,2,6,2,2,2,4,1,1,1,3,5,4,3,200,1,2,2,,2,,,12,9,13,4,0,0,1,bl673crl,,,,,,0
18,p69s3kgv,0,18,20,hausladen_FHM,outro,2020-05-20 12:01:22.856989+00:00,1,,,13,2,0,1,1,0,,60,2,1,1,1,2,60,60,70,50,,,,,,,,,,0,100,10,1,75,36,2,9,5,1,7,1,3,2,2,6,7,4,4,70,2,5,2,,2,,,13,9,13,4,0,0,1,bl673crl,,,,,,0
19,twxn355f,0,18,20,hausladen_FHM,outro,2020-05-20 12:01:23.893475+00:00,1,,,11,1,0,0,1,0,,50,2,1,1,1,2,20,20,30,10,2,1,1,1,2,60,60,70,50,0,90,9,0,80,24,2,6,4,2,5,1,6,1,1,2,2,6,2,400,1,4,1,Vielleicht inwiefern eher risikobereite oder -scheue Personen von ihrem Mitspieler beeinflusst werden,2,,,11,10,13,4,0,0,1,bl673crl,,,,,,0
20,f6074qt9,0,18,20,hausladen_FHM,outro,2020-05-20 12:01:23.682275+00:00,1,,,11,2,0,0,1,0,,50,2,1,1,1,2,20,20,30,10,2,1,1,1,2,60,60,70,50,0,90,9,0,100,23,1,7,1,2,5,5,1,1,1,8,6,2,4,450,1,4,2,,2,,,11,10,13,4,0,0,1,bl673crl,,,,,,0
21,xkq0g4ul,0,18,20,hausladen_FHM,outro,2020-05-20 12:01:23.654346+00:00,1,,,7,1,0,0,1,0,,10,2,1,1,1,2,20,20,30,10,2,1,1,1,2,60,60,70,50,0,50,5,0,20,21,1,8,1,2,1,8,1,1,1,9,8,8,1,10,5,2,2,,2,,,7,11,13,4,0,0,1,bl673crl,,,,,,0
22,f674p9xo,0,18,20,hausladen_FHM,outro,2020-05-20 12:01:24.038586+00:00,1,,,7,2,0,0,1,0,,10,2,1,1,1,2,40,60,40,30,2,1,1,1,2,60,60,70,50,0,50,5,0,50,21,2,2,4,2,1,6,1,1,1,6,4,2,3,500,1,5,1,ab welchem Risiko Menschen bereit sind zu lügen,2,,,7,11,13,4,0,0,1,bl673crl,,,,,,0
23,scjc4ekc,0,18,20,hausladen_FHM,outro,2020-05-20 12:01:24.231754+00:00,1,,,7,1,0,0,1,1,1,10,2,1,1,1,2,20,20,30,10,2,1,1,1,2,60,60,70,50,0,50,5,0,0,23,1,6,2,2,1,1,1,1,1,2,1,4,5,400,1,5,2,,2,,,7,12,13,4,1,0,1,bl673crl,,,,,,0
24,idkl9bvr,0,18,20,hausladen_FHM,outro,2020-05-20 12:01:25.284334+00:00,1,,,8,2,0,1,1,1,1,10,2,1,1,1,2,60,60,70,50,,,,,,,,,,0,50,5,1,70,27,1,8,1,2,1,10,1,1,1,10,6,1,5,600,2,3,1,"Risikobereitschaft, Betrug, Lüge",2,,,8,12,13,4,1,0,1,bl673crl,,,,,,0
25,c6idoe15,0,18,20,hausladen_FHM,outro,2020-05-20 12:01:24.843832+00:00,1,,,8,1,0,1,1,1,1,10,2,1,1,1,2,60,60,70,50,,,,,,,,,,0,50,5,1,15,24,2,5,1,1,10,1,2,1,1,3,2,1,4,200,2,5,1,Ehrlichkeit bei selbst einzutragenden Arbeitszeiten,2,,,8,13,13,4,1,0,1,bl673crl,,,,,,0
26,3c2cirti,0,18,20,hausladen_FHM,outro,2020-05-20 12:01:24.701754+00:00,1,,,8,2,0,1,1,1,1,10,2,1,1,1,2,60,60,70,50,,,,,,,,,,0,50,5,1,35,19,2,2,4,2,3,1,7,1,1,7,8,2,3,350,1,3,2,,2,,,8,13,13,4,1,0,1,bl673crl,,,,,,0
1,zckfjzpd,0,0,20,,,,0,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,,1,vslxo522,,,,,,1
2,1hzsranl,0,0,20,,,,0,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,,1,vslxo522,,,,,,1
1,vijqqehf,0,0,20,,,,0,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,,1,erwtqgsm,,,,,,1
2,piyywumf,0,0,20,,,,0,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,,1,erwtqgsm,,,,,,1
1,aulosgm2,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:18.610314+00:00,1,,,10,1,0,1,1,0,,30,2,1,1,1,2,60,60,70,50,,,,,,,,,,0,70,7,1,90,23,1,6,2,2,8,4,2,1,1,2,5,1,4,150,1,5,2,,2,,,10,1,21,6,0,0,1,an25e9i7,,,,,,0
2,pyxx27fb,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:18.657893+00:00,1,,,9,2,0,0,1,0,,30,2,1,1,1,2,20,20,30,10,2,1,1,1,2,60,60,70,50,0,70,7,0,80,20,1,6,1,2,5,3,3,3,3,5,4,4,3,200,1,5,2,,2,,,9,1,21,6,0,0,1,an25e9i7,,,,,,0
3,ijvhzh9b,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:18.594971+00:00,1,,,7,1,0,0,1,1,1,10,2,1,1,1,2,20,20,30,10,2,1,1,1,2,60,60,70,50,0,50,5,0,40,20,2,2,4,2,4,3,1,1,3,7,3,3,3,400,2,4,1,"Wie bereit und egoistisch Menschen sind, zu ihrem eigenen Vorteil zu lügen",2,,,7,2,21,6,1,0,1,an25e9i7,,,,,,0
4,ja776pl9,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:18.860729+00:00,1,,,7,2,0,0,1,1,1,10,2,1,1,1,2,20,20,30,30,2,1,1,1,2,60,60,70,50,0,50,5,0,50,27,2,9,5,2,5,1,7,3,7,5,5,4,5,600,1,2,1,Angst vor Kontrolle und deren Auswirkungen,1,man war ehrlicher,,7,2,21,6,1,0,1,an25e9i7,,,,,,0
5,yan7ivrf,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:18.842693+00:00,1,,,11.5,1,0,0,1,0,,55,2,1,1,1,2,20,20,30,10,2,1,1,1,2,60,60,70,50,0,95,9.5,0,90,23,2,2,4,2,6,2,2,2,2,6,6,1,2,450,1,4,2,,2,,,11.5,3,21,6,0,0,1,an25e9i7,,,,,,0
6,tzsix8t0,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:18.649663+00:00,1,,,11.5,2,0,0,1,0,,55,1,1,1,1,2,40,60,40,30,2,1,1,1,2,60,60,70,50,0,95,9.5,0,90,19,1,3,1,1,2,1,1,4,4,8,8,4,6,400,1,3,1,wie wirkt die religiöse Sicht des Menschen auf seine Entscheidungen,2,,,11.5,3,21,6,0,0,1,an25e9i7,,,,,,0
7,sndbxsdf,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:18.708952+00:00,1,,,12,1,0,0,1,0,,60,2,1,1,1,2,40,60,40,50,2,1,1,1,2,60,60,70,50,0,100,10,0,50,22,2,8,1,2,3,3,1,1,1,7,6,9,4,500,1,3,2,,2,,,12,4,21,6,0,0,1,an25e9i7,,,,,,0
8,ytyxajel,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:18.736345+00:00,1,,,13,2,0,1,1,0,,60,2,1,1,1,2,60,60,70,50,,,,,,,,,,0,100,10,1,60,27,2,5,2,2,7,4,4,2,2,2,5,4,3,400,1,5,2,,2,,,13,4,21,6,0,0,1,an25e9i7,,,,,,0
9,keipg165,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:18.882564+00:00,1,,,12,1,0,0,1,0,,60,2,1,1,1,2,20,20,30,10,2,1,1,1,2,0,0,0,0,0,100,10,0,70,24,2,2,4,2,10,1,4,1,2,8,3,5,2,400,1,2,2,,2,,,12,5,21,6,0,0,1,an25e9i7,,,,,,0
10,8h8ik1qg,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:18.801572+00:00,1,,,12,2,0,0,1,0,,60,2,1,1,1,2,20,20,30,10,2,1,1,1,2,60,60,70,50,0,100,10,0,50,32,2,9,5,2,10,1,1,1,3,6,7,6,5,1000,1,1,1,Bereitschaft zum gemeinschaftlichen Betrug,2,,,12,5,21,6,0,0,1,an25e9i7,,,,,,0
11,2h4316rj,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:18.900101+00:00,1,,,7,1,0,0,1,0,,10,2,1,1,1,2,60,60,70,10,2,1,1,1,2,60,60,70,50,0,50,5,0,45,33,2,9,4,2,9,1,1,1,1,7,3,2,5,1300,1,3,1,"Im Hinblick auf die aktuelle Situation, gehe ich davon aus, dass untersucht wird, ob wir unseren Arbeitgeber bezüglich unserer tatsächlich geleisteten Überstunden belügen würden, wenn dieser die Stunden nicht nachvollziehen kann, da wir z.B. im Homeoffice arbeiten.",2,,,7,6,21,6,0,0,1,an25e9i7,,,,,,0
12,9rh05j6g,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:18.957918+00:00,1,,,7,2,0,0,1,0,,10,2,1,1,1,2,20,20,10,20,2,1,1,1,2,60,60,70,50,0,50,5,0,10,26,2,9,2,2,2,8,5,1,2,1,2,3,6,900,2,4,1,Kooperationsbereitschaft und Ehrlichkeit in Zusammenhang mit Gewinnen,2,,,7,6,21,6,0,0,1,an25e9i7,,,,,,0
13,vr8ey810,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:19.015617+00:00,1,,,2,1,0,0,1,1,1,60,2,1,1,1,2,60,60,80,50,2,1,1,1,2,60,60,70,50,50,0,0,0,70,18,2,2,4,2,9,2,5,1,1,7,4,6,3,500,1,3,1,Lügen Menschen für ihren wirtschaftlichen Vorteil?,2,,,2,7,21,6,1,0,1,an25e9i7,,,,,,0
14,w282vjlp,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:18.924338+00:00,1,,,2,2,0,0,1,1,1,60,1,1,1,1,2,60,60,70,10,2,1,1,1,2,60,60,70,50,50,0,0,0,50,37,1,9,5,1,7,2,3,4,4,4,5,8,3,1900,1,5,1,Risikobereitschaft bei hidden action und Absprachen,2,,,2,7,21,6,1,0,1,an25e9i7,,,,,,0
15,i7h0qr61,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:19.074455+00:00,1,,,3,1,0,1,1,1,1,60,2,1,1,1,2,60,60,70,50,,,,,,,,,,50,0,0,1,90,28,1,5,5,2,10,1,4,2,2,7,7,6,4,600,1,3,2,,2,,,3,8,21,6,1,0,1,an25e9i7,,,,,,0
16,rz146n9s,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:18.889202+00:00,1,,,3,2,0,1,1,1,1,60,2,1,1,1,2,60,60,70,50,,,,,,,,,,50,0,0,1,90,21,1,3,1,1,8,1,1,3,3,7,4,3,3,500,1,2,1,"Wie ehrlich sind Leute? Wie hoch ist die loss aversion bei Leuten? ggf. kann man das auch mit zwischenmenschlichen Effekten kombinieren- stachelt ein unehrlicher Teilnehmer den anderen eher an oder funktioniert das andersrum? Wenn es verschiedene Vorschläge gibt, welcher wird genommen? (wenn ihr noch nicht auf die Idee gekommen seid und das jetzt aufnehmt möchte ich bitte als Danksagung im Papier stehen ;)",1,"Etwas, habe mir meine Formulierungen mehr überlegt",,3,8,21,6,1,0,1,an25e9i7,,,,,,0
17,44esjavk,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:19.134365+00:00,1,,,8,1,0,1,1,0,,10,2,1,1,1,2,60,60,70,50,,,,,,,,,,0,50,5,1,50,28,2,8,1,2,6,2,2,2,2,3,4,5,4,200,1,3,1,Moral in Gruppensituationen,2,,,8,9,21,6,0,0,1,an25e9i7,,,,,,0
18,ti0cak6e,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:24.701640+00:00,1,,,7,2,0,0,1,0,,10,2,1,1,1,2,60,60,50,30,2,1,1,1,2,60,60,70,50,0,50,5,0,50,32,1,3,2,1,3,3,1,1,1,0,7,1,5,2000,1,4,1,,2,,,7,9,21,6,0,0,1,an25e9i7,,,,,,0
19,8airu129,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:19.152000+00:00,1,,,12,1,0,0,1,0,,60,2,1,1,1,2,20,20,30,10,2,1,1,1,2,60,60,70,50,0,100,10,0,40,28,1,3,2,1,3,1,1,1,1,3,3,1,2,300,1,5,2,,2,,,12,10,21,6,0,0,1,an25e9i7,,,,,,0
20,f1ojk7p0,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:19.276469+00:00,1,,,13,2,0,1,1,0,,60,2,1,1,1,2,60,60,70,50,,,,,,,,,,0,100,10,1,100,32,1,5,1,1,1,1,1,1,1,3,2,2,1,250,1,2,2,,2,,,13,10,21,6,0,0,1,an25e9i7,,,,,,0
21,0vva8lxk,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:19.165378+00:00,1,,,13,1,0,1,1,0,,60,2,1,1,1,2,60,60,70,50,,,,,,,,,,0,100,10,1,90,34,1,6,1,2,9,3,1,3,3,9,6,3,5,600,1,5,2,,2,,,13,11,21,6,0,0,1,an25e9i7,,,,,,0
22,klhow7wd,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:19.114406+00:00,1,,,12,2,0,0,1,0,,60,2,1,1,1,2,60,60,70,30,2,1,1,1,2,60,60,70,50,0,100,10,0,60,21,2,5,1,2,6,3,4,1,1,5,7,2,3,350,1,4,1,Ob Menschen in finanziellen Situation kooperieren und ob sie risikobereit sind,2,,,12,11,21,6,0,0,1,an25e9i7,,,,,,0
23,bbbhapu9,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:19.255239+00:00,1,,,2,1,0,0,1,1,1,60,2,1,1,1,2,20,20,30,10,2,1,1,1,2,60,60,70,50,50,0,0,0,99,22,1,6,1,2,8,4,2,3,2,8,6,4,3,300,1,4,1,Auswirkungen von Anonymität auf Ehrlichkeit,2,,,2,12,21,6,1,0,1,an25e9i7,,,,,,0
24,w6oyv2a7,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:19.430966+00:00,1,,,3,2,0,1,1,1,1,60,2,1,1,1,2,60,60,70,50,,,,,,,,,,50,0,0,1,50,25,2,7,2,2,8,1,7,3,2,7,5,5,5,400,1,3,1,Verhalten bei Arbeitszeitangabe ohne Kontrolle,2,,,3,12,21,6,1,0,1,an25e9i7,,,,,,0
25,tjlln3ie,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:19.234449+00:00,1,,,7,1,0,0,1,0,,10,2,1,1,1,2,20,20,30,10,2,1,1,1,2,60,60,70,50,0,50,5,0,10,35,1,7,3,1,5,1,1,1,1,2,3,3,5,3000,1,3,2,,1,nicht genutzt,,7,13,21,6,0,0,1,an25e9i7,,,,,,0
26,mb2znzz7,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:19.370903+00:00,1,,,7,2,0,0,1,0,,10,1,1,1,1,2,20,60,20,50,2,1,1,1,2,60,60,70,50,0,50,5,0,20,28,2,8,1,1,1,1,5,1,1,7,6,9,3,800,1,5,2,,2,,,7,13,21,6,0,0,1,an25e9i7,,,,,,0
27,ftd5xpc2,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:19.838145+00:00,1,,,8,1,0,0,1,0,,20,2,1,1,1,2,20,20,30,10,2,1,1,1,2,60,60,70,50,0,60,6,0,60,25,2,5,2,2,8,1,1,1,1,5,5,3,2,800,1,4,1,"Welchen Einfluss haben die Variablen Geschlecht, politische Gesinnung und Religion auf die Risikobereitschaft eines Menschen.",2,,,8,14,21,6,0,0,1,an25e9i7,,,,,,0
28,ge072o09,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:19.684673+00:00,1,,,8,2,0,0,1,0,,20,2,1,1,1,2,20,20,30,10,2,1,1,1,2,60,60,70,50,0,60,6,0,40,26,2,7,2,1,7,6,5,2,4,5,5,6,3,350,1,5,2,,1,Auf Rechtschreibung geachtet,,8,14,21,6,0,0,1,an25e9i7,,,,,,0
29,uqdre70y,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:19.302807+00:00,1,,,3,1,0,0,1,1,1,50,2,1,1,1,2,20,20,30,10,2,1,1,1,2,60,60,70,50,40,10,1,0,100,21,2,6,1,2,5,7,6,6,6,3,4,5,3,300,1,3,2,,2,,,3,15,21,6,1,0,1,an25e9i7,,,,,,0
30,d7kzgk57,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:19.404519+00:00,1,,,4,2,0,1,1,1,1,50,2,1,1,1,2,60,60,70,50,,,,,,,,,,40,10,1,1,90,26,2,9,5,2,6,4,3,1,1,1,6,3,3,200,1,5,2,,2,,,4,15,21,6,1,0,1,an25e9i7,,,,,,0
31,bzzbu3tn,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:19.927870+00:00,1,,,9,1,0,0,1,0,,30,2,1,1,1,2,60,60,70,30,2,1,1,1,2,60,60,70,50,0,70,7,0,90,23,1,8,1,1,9,1,1,1,1,6,1,7,5,50,1,5,2,,2,,,9,16,21,6,0,0,1,an25e9i7,,,,,,0
32,bz4c5nrh,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:19.819770+00:00,1,,,9,2,0,0,1,0,,30,2,1,1,1,2,20,20,30,10,2,1,1,1,2,60,60,70,50,0,70,7,0,90,26,2,8,2,1,6,1,1,1,1,2,2,6,6,500,3,4,2,,2,,,9,16,21,6,0,0,1,an25e9i7,,,,,,0
33,8y2729xk,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:21.693652+00:00,1,,,2,1,0,0,0,1,1,60,2,1,1,1,1,60,60,70,70,2,1,1,1,2,60,60,70,50,50,0,0,0,60,26,1,3,2,1,8,1,1,1,1,8,10,6,4,400,5,4,2,,2,,,2,17,21,6,1,0,1,an25e9i7,,,,,,0
34,byf3zsca,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:22.650337+00:00,1,,,6,2,0,0,0,1,1,20,2,2,1,1,2,20,20,30,20,2,1,1,1,2,60,60,70,50,10,40,4,0,100,23,2,2,4,1,6,6,6,6,6,10,6,6,7,300,1,4,2,Ehrlichkeit,2,,,6,17,21,6,1,0,1,an25e9i7,,,,,,0
35,e25wfxmd,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:20.084444+00:00,1,,,7,1,0,0,1,0,,10,1,1,1,1,2,20,20,30,10,2,1,1,1,2,60,60,70,50,0,50,5,0,20,27,2,5,5,2,7,1,1,1,2,3,3,3,2,200,1,4,2,,2,,,7,18,21,6,0,0,1,an25e9i7,,,,,,0
36,2fvsvfr4,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:21.701947+00:00,1,,,7,2,0,0,1,0,,10,2,1,1,1,2,20,2010,20,10,2,1,1,1,2,60,60,70,50,0,50,5,0,60,31,2,8,1,1,6,8,2,3,3,2,6,4,6,200,1,5,2,,2,,,7,18,21,6,0,0,1,an25e9i7,,,,,,0
37,3bshygth,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:20.642310+00:00,1,,,7,1,0,0,1,0,,10,1,1,1,1,2,60,60,70,50,2,1,1,1,2,60,60,70,50,0,50,5,0,20,20,2,6,4,2,7,2,4,1,1,2,3,4,4,350,1,3,1,"Inwieweit Menschen bereit sind, zu ihrem eigenen Vorteil zu lügen und dabei Risiken einzugehen",2,,,7,19,21,6,0,0,1,an25e9i7,,,,,,0
38,6b1c45zp,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:21.134542+00:00,1,,,7,2,0,0,1,0,,10,2,1,1,1,2,60,60,60,50,2,1,1,1,2,60,60,70,50,0,50,5,0,40,22,2,8,1,2,5,1,1,1,1,2,3,6,5,200,1,2,1,Ehrlichkeit,2,,,7,19,21,6,0,0,1,an25e9i7,,,,,,0
39,z0v3atma,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:23.099472+00:00,1,,,12,1,0,0,1,0,,60,2,1,1,1,2,60,60,90,50,2,1,1,1,2,60,60,70,50,0,100,10,0,90,24,1,5,1,2,6,1,1,1,2,6,6,3,1,250,1,3,2,,2,,,12,20,21,6,0,0,1,an25e9i7,,,,,,0
40,2nyqtb3t,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:22.656299+00:00,1,,,12,2,0,0,1,0,,60,2,1,1,1,2,20,20,20,10,2,1,1,1,2,60,60,70,50,0,100,10,0,90,25,2,2,4,2,4,7,1,1,6,4,6,2,3,170,1,5,1,"Ob Menschen zu ihrem eigenen Vorteil lügen, wenn sie wissen, dass ihre Lüge entdeckt und bestraft werden könnte und ob es einen Einfluss hat, wenn man die Lüge vor einem anderen Menschen zugeben muss.",2,,,12,20,21,6,0,0,1,an25e9i7,,,,,,0
41,shjkiz4j,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:22.581224+00:00,1,,,12,1,0,0,1,0,,60,2,1,1,1,2,20,20,30,10,2,1,1,1,2,60,60,70,50,0,100,10,0,50,29,1,6,2,1,9,1,1,1,1,9,6,1,2,900,1,5,1,"Ich vermute, dass die Risikobereitschaft und die Bereitschaft zu lügen untersucht werden soll. Dabei werden vermutlich unterschiedliche Szenarien (10/20/30/40 Überstunden) usw. untersucht. Für mich war es hier eine reine Wahrscheinlichkeitsrechnung, die ich im Falle von ""ernsten"" Konsequenzen so nicht gezogen hätte. Aber 6€ vs. 1€ zusätzlich bekommen bei einem 25% ""Risiko"" ist in dem Falle zu verlockend.",2,Durch die Anonymisierung muss ich mich ja nichtmals rechtfertigen bzw. werde in keine schambehaftete Situation versetzt.,,12,21,21,6,0,0,1,an25e9i7,,,,,,0
42,adb8zmsr,0,18,20,hausladen_FHM,outro,2020-05-22 08:01:23.081753+00:00,1,,,12,2,0,0,1,0,,60,2,1,1,1,2,20,20,30,10,2,1,1,1,2,60,60,70,50,0,100,10,0,75,38,1,9,5,2,4,4,5,5,6,5,5,4,4,500,1,3,2,,2,,,12,21,21,6,0,0,1,an25e9i7,,,,,,0
1,eaen0n98,0,18,20,hausladen_FHM,outro,2020-05-22 08:46:37.120180+00:00,1,,,9,1,0,0,1,0,,30,1,1,1,1,2,20,20,30,10,2,1,1,1,2,60,60,70,50,0,70,7,0,100,32,1,5,1,2,6,2,2,1,1,5,5,1,3,700,1,4,2,,2,,,9,1,20,6,0,0,1,zxktguam,,,,,,0
2,l1xl45nh,0,18,20,hausladen_FHM,outro,2020-05-22 08:46:37.146362+00:00,1,,,9,2,0,0,1,0,,30,2,1,1,1,2,40,40,50,10,2,1,1,1,2,60,60,70,50,0,70,7,0,80,20,2,2,1,2,5,1,1,1,1,3,6,2,3,250,1,3,2,,2,,,9,1,20,6,0,0,1,zxktguam,,,,,,0
3,1s9m0mp0,0,18,20,hausladen_FHM,outro,2020-05-22 08:46:37.249062+00:00,1,,,7,1,0,0,1,0,,10,2,1,1,1,2,20,20,30,20,2,1,1,1,2,60,60,70,50,0,50,5,0,40,25,2,5,2,2,7,1,1,8,3,7,8,8,3,300,1,3,2,,2,,,7,2,20,6,0,0,1,zxktguam,,,,,,0
4,lkr7e2lx,0,18,20,hausladen_FHM,outro,2020-05-22 08:46:37.131190+00:00,1,,,7,2,0,0,1,0,,10,2,1,1,1,2,20,20,30,10,2,1,1,1,2,60,60,70,50,0,50,5,0,50,29,3,6,2,2,2,2,1,6,6,3,2,7,1,200,1,5,1,Zweiergruppendynamik auf oekonomischen  entscheidugen,2,,,7,2,20,6,0,0,1,zxktguam,,,,,,0
5,4x69ylbi,0,18,20,hausladen_FHM,outro,2020-05-22 08:46:37.431820+00:00,1,,,7,1,0,0,1,1,1,10,2,1,1,1,2,60,60,60,40,2,1,1,1,2,60,60,70,50,0,50,5,0,20,26,2,2,5,2,5,1,1,1,1,2,8,3,5,700,1,5,2,,2,,,7,3,20,6,1,0,1,zxktguam,,,,,,0
6,tbg1myry,0,18,20,hausladen_FHM,outro,2020-05-22 08:46:37.254056+00:00,1,,,8,2,0,1,1,1,1,10,2,1,1,1,2,60,60,70,50,,,,,,,,,,0,50,5,1,5,25,2,7,2,1,5,1,1,1,1,3,2,3,2,300,2,3,1,"Wie risikobereit ist eine Person, wenn ihre Grund-Ausstattung höher oder niedriger ist?",1,Weniger umgangssprachlich geschrieben,,8,3,20,6,1,0,1,zxktguam,,,,,,0
7,lrncam5g,0,20,20,hausladen_FHM,outro_alternative,2020-05-22 08:46:37.261920+00:00,1,,,2,1,1,0,,,,,1,1,1,1,2,20,20,30,10,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,20,6,0,1,1,zxktguam,,,,,,0
8,n3jz0byq,0,20,20,hausladen_FHM,outro_alternative,2020-05-22 08:46:37.286671+00:00,1,,,6,2,0,0,,,,,2,1,1,1,2,20,20,30,10,2,1,1,1,2,60,60,70,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,20,6,0,1,1,zxktguam,,,,,,0
9,6n0wb2yv,0,18,20,hausladen_FHM,outro,2020-05-22 08:46:37.274011+00:00,1,,,9,1,0,1,1,0,,20,2,1,1,1,2,60,60,70,50,,,,,,,,,,0,60,6,1,80,25,1,5,1,1,6,2,2,2,2,6,6,5,5,500,2,3,1,Risikobereitschaft,2,,,9,5,20,6,0,0,1,zxktguam,,,,,,0
10,q0kckvj2,0,18,20,hausladen_FHM,outro,2020-05-22 08:46:37.336518+00:00,1,,,8,2,0,0,1,0,,20,2,1,1,1,2,60,60,70,10,2,1,1,1,2,60,60,70,50,0,60,6,0,80,24,2,5,1,2,2,6,7,8,3,6,6,3,2,200,1,3,2,,1,Schneller nachgegeben,,8,5,20,6,0,0,1,zxktguam,,,,,,0
11,c3j1v536,0,18,20,hausladen_FHM,outro,2020-05-22 08:46:37.379593+00:00,1,,,12,1,0,0,1,0,,60,1,1,1,1,2,60,60,70,30,2,1,1,1,2,60,60,70,50,0,100,10,0,100,28,1,2,4,1,3,3,3,3,3,7,7,7,5,400,1,3,1,"Ob man zum eigenen Vorteil lügt, wenn man die Möglichkeit hat, um dann zu profitieren.",2,,,12,6,20,6,0,0,1,zxktguam,,,,,,0
12,d1xaitkd,0,18,20,hausladen_FHM,outro,2020-05-22 08:46:37.454482+00:00,1,,,12,2,0,0,1,0,,60,2,1,1,1,2,20,20,30,10,2,1,1,1,2,60,60,70,50,0,100,10,0,80,20,2,5,1,2,6,2,6,4,4,3,4,4,4,175,1,2,1,Keine Ahnung,2,,,12,6,20,6,0,0,1,zxktguam,,,,,,0
