participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.hours_stated_player,player.is_audited,player.prob_to_check,player.fine,player.lab_points,player.points_euro,player.same_hours_player,player.audited_both,player.control_correct,player.belief,player.age,player.gender,player.study,player.study_level,player.econ,player.moral_freude,player.moral_aerger,player.moral_angst,player.moral_scham,player.moral_schuld,player.risk,player.lie,player.complex,player.pol,player.income,player.pray,player.lab_exp,player.exp_demand_q,player.exp_demand_open,player.exp_demand_chat,player.exp_demand_chat_open,player.feedback,player.payoff,group.id_in_subsession,group.classifier_result,group.to_audit,group.same_hours,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,9lp8gnxz,,0,4,19,stage_1,check_understanding_0,2019-11-22 08:21:20.962507+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,76pyk4s6,,,,,,1
2,ls3o0p9u,,0,4,19,stage_1,check_understanding_0,2019-11-22 08:21:20.964845+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,76pyk4s6,,,,,,1
1,v597xm9h,,0,5,19,stage_1,check_understanding,2019-11-22 08:24:28.610232+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,yyr04zya,,,,,,1
2,ehnffm61,,0,4,19,stage_1,check_understanding_0,2019-11-22 08:24:28.612149+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,yyr04zya,,,,,,1
1,y8eo69l7,,0,17,19,stage_2,payoff_show,2019-11-22 08:39:49.969179+00:00,1,,,23.80,1,2,1,,-13,68,6.80,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,,,23.80,1,,1,0,1,egoeul4u,,,,,,1
2,n7bj1895,,0,17,19,stage_2,payoff_show,2019-11-22 08:39:49.967329+00:00,1,,,-10.30,2,33,1,,18,37,3.70,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,,,-10.30,1,,1,0,1,egoeul4u,,,,,,1
1,3pnnksag,,0,16,19,stage_2,payoff_wait,2019-11-22 09:18:59.824577+00:00,1,,,0.00,1,22,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,,,0.00,1,,1,0,1,20387xyn,,,,,,1
2,5f6wbkwh,,0,16,19,stage_2,payoff_wait,2019-11-22 09:18:59.826991+00:00,1,,,0.00,2,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,,,0.00,1,,1,0,1,20387xyn,,,,,,1
1,suc5tnbj,,0,16,19,stage_2,payoff_wait,2019-11-22 09:20:45.639778+00:00,1,,,8.10,1,1,1,,0,41,4.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,,,8.10,1,,1,0,1,yr7axl3t,,,,,,1
2,gjga12ke,,0,17,19,stage_2,payoff_show,2019-11-22 09:20:45.641819+00:00,1,,,8.20,2,2,1,,0,42,4.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,,,8.20,1,,1,0,1,yr7axl3t,,,,,,1
1,qllesm4n,,0,17,19,stage_2,payoff_show,2019-11-22 09:22:18.208497+00:00,1,,,10.20,1,22,1,,0,62,6.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,,,10.20,1,,1,0,1,jonc8ml0,,,,,,1
2,0txyysc5,,0,17,19,stage_2,payoff_show,2019-11-22 09:22:18.206305+00:00,1,,,11.30,2,33,1,,0,73,7.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,,,11.30,1,,1,0,1,jonc8ml0,,,,,,1
1,8wgaudae,,0,9,19,stage_1,state_hours,2019-11-22 09:25:03.032760+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,nx7vy4fn,,,,,,1
2,utakl4le,,0,9,19,stage_1,state_hours,2019-11-22 09:25:03.034659+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,nx7vy4fn,,,,,,1
1,0i2mv9i3,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,c37s0cqi,,,,,,1
2,vyvblhi2,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,c37s0cqi,,,,,,1
1,516kvvyx,,0,5,19,stage_1,check_understanding,2019-11-22 10:01:45.453980+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,58anqsjt,,,,,,1
2,u41z522c,,0,5,19,stage_1,check_understanding,2019-11-22 10:01:45.450931+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,58anqsjt,,,,,,1
1,62x6rmzs,,0,5,19,stage_1,check_understanding,2019-11-22 10:07:35.370141+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,spbu3ocu,,,,,,1
2,zru70gsi,,0,4,19,stage_1,check_understanding_0,2019-11-22 10:07:35.372269+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,spbu3ocu,,,,,,1
1,dxk23ias,,0,7,19,stage_1,chat,2019-11-22 10:11:09.580728+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,uatbrqme,,,,,,1
2,fnlzr6v2,,0,7,19,stage_1,chat,2019-11-22 10:11:09.577832+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,uatbrqme,,,,,,1
1,lisl5gl1,,0,5,19,stage_1,check_understanding,2019-11-22 10:12:02.962211+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,ck5h70tm,,,,,,1
2,nim7pjcd,,0,4,19,stage_1,check_understanding_0,2019-11-22 10:12:02.964326+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,ck5h70tm,,,,,,1
1,cp8w8k4g,,0,6,19,stage_1,chat_wait_before,2019-11-22 10:13:28.857224+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,0q2veklf,,,,,,1
2,xbnnix6y,,0,5,19,stage_1,check_understanding,2019-11-22 10:13:28.852707+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,0q2veklf,,,,,,1
1,9pbpfcvd,,0,5,19,stage_1,check_understanding,2019-11-22 10:15:44.959795+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,4ogumcww,,,,,,1
2,vptxk0u1,,0,4,19,stage_1,check_understanding_0,2019-11-22 10:15:44.964811+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,4ogumcww,,,,,,1
1,fw09n7er,,0,7,19,stage_1,chat,2019-11-22 10:19:18.042867+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,gwp3yjtw,,,,,,1
2,zzay03k5,,0,7,19,stage_1,chat,2019-11-22 10:19:18.045358+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,gwp3yjtw,,,,,,1
1,7s0f3gjq,,0,5,19,stage_1,check_understanding,2019-11-22 10:29:29.160115+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,0z9ppr19,,,,,,1
2,qq1clhlq,,0,4,19,stage_1,check_understanding_0,2019-11-22 10:29:29.158225+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,0z9ppr19,,,,,,1
1,961c7uf0,,0,5,19,stage_1,check_understanding,2019-11-22 10:30:32.999847+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,q5hallzr,,,,,,1
2,5a0bzr8t,,0,4,19,stage_1,check_understanding_0,2019-11-22 10:30:33.002300+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,q5hallzr,,,,,,1
1,c22jtnn6,,0,5,19,stage_1,check_understanding,2019-11-22 10:38:36.804682+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,kqsx94r4,,,,,,1
2,n8uacrkc,,0,4,19,stage_1,check_understanding_0,2019-11-22 10:38:36.807287+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,kqsx94r4,,,,,,1
1,0sh3y820,,0,5,19,stage_1,check_understanding,2019-11-22 10:39:15.465819+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,lgtveqx7,,,,,,1
2,p1q2kciu,,0,4,19,stage_1,check_understanding_0,2019-11-22 10:39:15.463538+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,lgtveqx7,,,,,,1
1,rsdzc43j,,0,6,19,stage_1,chat_wait_before,2019-11-22 10:40:21.187349+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,2qx5p2rg,,,,,,1
2,xd70kjkx,,0,5,19,stage_1,check_understanding,2019-11-22 10:40:21.190908+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,2qx5p2rg,,,,,,1
1,t0oii99u,,0,1,19,stage_1,intro_gen,2019-11-22 13:02:52.875365+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,ekxmjgpw,,,,,,1
2,9g45vh2y,,0,1,19,stage_1,intro_gen,2019-11-22 13:02:52.877375+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,ekxmjgpw,,,,,,1
1,dduzncy8,,0,1,19,stage_1,intro_gen,2019-11-22 13:12:32.409663+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,u2tofl33,,,,,,1
2,d4t64ghw,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,u2tofl33,,,,,,1
1,cgg5ejrc,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,ev3pcqrk,,,,,,1
2,fj384qzk,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,ev3pcqrk,,,,,,1
1,ewqz6vv9,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,jrdc3rxq,,,,,,1
2,gms1m2yf,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,jrdc3rxq,,,,,,1
1,r36tafu4,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,g45nc1bj,,,,,,1
2,4biu36oz,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,g45nc1bj,,,,,,1
1,8tayflxl,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,omv9ejl0,,,,,,1
2,cm3szzyq,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,omv9ejl0,,,,,,1
1,1xvpw7wm,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,aeysmyaj,,,,,,1
2,n3ixwmqw,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,aeysmyaj,,,,,,1
1,68n92c3w,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,k1y4czvg,,,,,,1
2,a5borl0h,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,k1y4czvg,,,,,,1
1,wanyxfrg,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,sxb5lkn8,,,,,,1
2,qewmtm4n,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,sxb5lkn8,,,,,,1
1,mshebx0m,,0,1,19,stage_1,intro_gen,2019-11-22 15:08:51.442308+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,2w797x8x,,,,,,1
2,1m6yqus1,,0,1,19,stage_1,intro_gen,2019-11-22 15:10:50.049733+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,2w797x8x,,,,,,1
1,54h6n5bg,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,6x3m92f5,,,,,,1
2,b98fibu2,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,6x3m92f5,,,,,,1
1,qft375wf,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,e1b58b4e,,,,,,1
2,gyls66uz,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,e1b58b4e,,,,,,1
1,sknjaekt,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,18m2biqj,,,,,,1
2,4pe25m16,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,18m2biqj,,,,,,1
1,00x72of7,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,k9975ado,,,,,,1
2,ptvqpd6v,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,k9975ado,,,,,,1
1,sle2q18e,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,lulnos2e,,,,,,1
2,sg76qtku,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,lulnos2e,,,,,,1
1,84preee1,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,okvs6j68,,,,,,1
2,e0p24o5g,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,okvs6j68,,,,,,1
1,kxoaqz2o,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,8gukam3t,,,,,,1
2,mou6c7c4,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,8gukam3t,,,,,,1
1,98izu7uh,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,3ka9ty4y,,,,,,1
2,0q7gdap7,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,3ka9ty4y,,,,,,1
1,6jxezsd3,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,grdw1zhn,,,,,,1
2,bb1aiypt,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,grdw1zhn,,,,,,1
1,q4sgc057,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,339whxrx,,,,,,1
2,yegpjb4o,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,339whxrx,,,,,,1
1,ixkezoc5,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,x0bde3xx,,,,,,1
2,od5h9buk,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,x0bde3xx,,,,,,1
1,k9ofram6,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,62pnem1x,,,,,,1
2,e22k89dg,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,62pnem1x,,,,,,1
1,7hwe6et0,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,y3aj10h4,,,,,,1
2,5wcl0wr2,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,y3aj10h4,,,,,,1
1,y3uc3hq1,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,cg0gi90i,,,,,,1
2,rqo5a3sw,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,cg0gi90i,,,,,,1
1,fm9jmluh,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,ozq67anl,,,,,,1
2,k4z521mh,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,ozq67anl,,,,,,1
1,lst8d6ce,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,l2cfkl68,,,,,,1
2,2ot182k5,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,l2cfkl68,,,,,,1
1,ke336ph5,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,nyldpjvi,,,,,,1
2,hoh8bpj5,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,nyldpjvi,,,,,,1
1,39q2cvvj,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,mu94pcwm,,,,,,1
2,2tuikqvh,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,mu94pcwm,,,,,,1
1,j5hsaxye,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,qh9bjo7o,,,,,,1
2,uo53zvsq,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,qh9bjo7o,,,,,,1
1,m0qnou6i,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,1zdfmlf4,,,,,,1
2,awxfa1wz,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,1zdfmlf4,,,,,,1
1,vfcinqfd,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,gpe40pwf,,,,,,1
2,pstws3gv,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,gpe40pwf,,,,,,1
1,ivito8uo,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,m1kx254r,,,,,,1
2,nzpd236z,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,m1kx254r,,,,,,1
1,q02nlbnm,,0,8,19,stage_1,chat_wait,2019-11-26 10:10:17.551820+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,nfsyqmmg,,,,,,1
2,whjqodl1,,0,8,19,stage_1,chat_wait,2019-11-26 10:10:17.556464+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,nfsyqmmg,,,,,,1
1,bv1zgf2a,,0,1,19,stage_1,intro_gen,2019-11-26 10:17:05.580862+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,4lbbtp29,,,,,,1
2,eoci6crt,,0,1,19,,,2019-11-26 10:17:05.573885+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,4lbbtp29,,,,,,1
1,l1bhjwgf,,0,8,19,stage_1,chat_wait,2019-11-26 10:17:34.124380+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,752dfl82,,,,,,1
2,lg0jy9i4,,0,8,19,stage_1,chat_wait,2019-11-26 10:17:34.129372+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,752dfl82,,,,,,1
1,3ooeh6rn,,0,1,19,,,2019-11-26 10:20:50.956502+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,xu6luqev,,,,,,1
2,84o8pc35,,0,1,19,stage_1,intro_gen,2019-11-26 10:20:50.959124+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,xu6luqev,,,,,,1
1,smcawlam,,0,1,19,,,2019-11-26 10:21:14.080065+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,k2lcmco5,,,,,,1
2,cs60sz4y,,0,1,19,stage_1,intro_gen,2019-11-26 10:21:14.081905+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,k2lcmco5,,,,,,1
1,6jbwmbbp,,0,17,19,stage_2,payoff_show,2019-11-26 10:22:09.424360+00:00,1,,,8.20,1,2,1,,0,42,4.20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,,,8.20,1,,1,0,1,0iq5tljy,,,,,,1
2,xme0t0jf,,0,17,19,stage_2,payoff_show,2019-11-26 10:22:09.427255+00:00,1,,,10.20,2,22,1,,0,62,6.20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,,,10.20,1,,1,0,1,0iq5tljy,,,,,,1
1,c23wj0f4,,0,1,19,,,2019-11-26 10:38:02.317125+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,atg4jll4,,,,,,1
2,k3xy7x7q,,0,1,19,stage_1,intro_gen,2019-11-26 10:38:02.320107+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,atg4jll4,,,,,,1
1,1fskpl18,,0,1,19,,,2019-11-26 10:38:30.894370+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,vveogve1,,,,,,1
2,gc245g6j,,0,1,19,stage_1,intro_gen,2019-11-26 10:38:30.891891+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,vveogve1,,,,,,1
1,jz1qah2v,,0,18,19,stage_2,outro_feedback,2019-11-26 10:40:00.173209+00:00,1,,,1.80,1,22,1,,7,48,4.80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,,,1.80,1,,1,0,1,zh5vbvx4,,,,,,1
2,w5cosvud,,0,18,19,stage_2,outro_feedback,2019-11-26 10:40:00.253862+00:00,1,,,-10.30,2,33,1,,18,37,3.70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,,,-10.30,1,,1,0,1,zh5vbvx4,,,,,,1
1,jl0em2ku,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,yoo5fvf2,,,,,,1
2,jnhwytku,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,yoo5fvf2,,,,,,1
1,rz794nk2,,0,0,19,,,,0,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,kh0rp4w6,,,,,,1
2,5pnhpllm,,0,0,19,,,,0,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,kh0rp4w6,,,,,,1
1,wx4yusz7,,0,18,19,stage_2,outro_feedback,2019-11-26 11:23:14.873120+00:00,1,,,8.30,1,3,1,,12,43,4.30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,,,8.30,1,,1,0,1,wsvwzsw8,,,,,,1
2,38gja0xv,,0,18,19,stage_2,outro_feedback,2019-11-26 11:23:14.879383+00:00,1,,,6.00,2,50,1,,35,20,2.00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,,,6.00,1,,1,0,1,wsvwzsw8,,,,,,1
